"id","EVENT_UNIQUE_ID","OCC_DATE","OCC_YEAR","OCC_MONTH","OCC_DOW","OCC_DOY","OCC_DAY","OCC_HOUR","OCC_TIME_RANGE","DIVISION","DEATH","INJURIES","HOOD_158","NEIGHBOURHOOD_158","HOOD_140","NEIGHBOURHOOD_140","geometry"
632,"EVT-000632",2005-01-23,"2005","January","Sunday",23,23,6,"Night","D03",0,3,141,"East York",17,"East York","c(-79.5655635984251, 43.8481516369276)"
633,"EVT-000633",2017-10-21,"2017","October","Saturday",294,21,16,"Afternoon","D52",0,2,78,"North York",71,"Downtown","c(-79.2013008832388, 43.6538413890768)"
634,"EVT-000634",2005-06-20,"2005","June","Monday",171,20,10,"Morning","D11",0,6,134,"North York",22,"East York","c(-79.391178572477, 43.8117029168317)"
635,"EVT-000635",2009-10-16,"2009","October","Friday",289,16,11,"Morning","D42",0,3,49,"Scarborough",104,"Downtown","c(-79.2297386157807, 43.6732583682954)"
636,"EVT-000636",2017-06-13,"2017","June","Tuesday",164,13,1,"Night","D18",0,4,10,"East York",70,"Etobicoke","c(-79.525870301694, 43.6018188780269)"
637,"EVT-000637",2023-10-18,"2023","October","Wednesday",291,18,0,"Night","D41",0,2,6,"Downtown",5,"East York","c(-79.5494653711336, 43.7009632359121)"
638,"EVT-000638",2020-07-07,"2020","July","Tuesday",189,7,23,"Evening","D37",0,1,39,"East York",114,"North York","c(-79.1790112089004, 43.6017837030012)"
639,"EVT-000639",2018-10-28,"2018","October","Sunday",301,28,23,"Evening","D50",0,2,150,"East York",97,"North York","c(-79.3526806720303, 43.6325474938804)"
640,"EVT-000640",2006-06-03,"2006","June","Saturday",154,3,2,"Night","D40",0,0,123,"North York",36,"Downtown","c(-79.2947551831003, 43.8074303399609)"
641,"EVT-000641",2019-01-18,"2019","January","Friday",18,18,10,"Morning","D23",0,0,39,"Downtown",2,"Etobicoke","c(-79.3937788823677, 43.7130580177713)"
642,"EVT-000642",2014-12-07,"2014","December","Sunday",341,7,15,"Afternoon","D19",1,3,1,"Scarborough",50,"East York","c(-79.3650935384896, 43.6425802043486)"
643,"EVT-000643",2012-08-05,"2012","August","Sunday",218,5,17,"Afternoon","D21",0,1,158,"East York",92,"Downtown","c(-79.144750650573, 43.8497938455857)"
644,"EVT-000644",2006-03-11,"2006","March","Saturday",70,11,13,"Afternoon","D30",0,0,119,"East York",24,"North York","c(-79.5216829540612, 43.8274561633023)"
645,"EVT-000645",2019-03-02,"2019","March","Saturday",61,2,2,"Night","D46",0,4,31,"Downtown",93,"Etobicoke","c(-79.6193353532255, 43.6716762154894)"
646,"EVT-000646",2017-03-11,"2017","March","Saturday",70,11,7,"Morning","D50",0,1,130,"Etobicoke",2,"North York","c(-79.2824452055337, 43.7168689518113)"
647,"EVT-000647",2022-11-19,"2022","November","Saturday",323,19,4,"Night","D28",0,2,36,"North York",83,"North York","c(-79.539712265354, 43.7365051972104)"
648,"EVT-000648",2004-12-24,"2004","December","Friday",359,24,5,"Night","D30",0,0,36,"Downtown",53,"Etobicoke","c(-79.6059215975989, 43.8002246717453)"
649,"EVT-000649",2004-03-04,"2004","March","Thursday",64,4,22,"Evening","D12",0,2,101,"Downtown",30,"Downtown","c(-79.3957681663075, 43.8195262380201)"
650,"EVT-000650",2006-10-29,"2006","October","Sunday",302,29,23,"Evening","D43",0,3,55,"Downtown",45,"East York","c(-79.210463686146, 43.8078008069316)"
651,"EVT-000651",2014-06-05,"2014","June","Thursday",156,5,9,"Morning","D31",0,4,37,"East York",19,"Etobicoke","c(-79.3766267507233, 43.8036002785301)"
652,"EVT-000652",2024-05-18,"2024","May","Saturday",139,18,6,"Night","D24",0,2,122,"Downtown",33,"East York","c(-79.4003000349242, 43.5872827883752)"
653,"EVT-000653",2018-12-01,"2018","December","Saturday",335,1,20,"Evening","D14",0,3,77,"Downtown",129,"Scarborough","c(-79.2426564888882, 43.7258572388606)"
654,"EVT-000654",2006-12-30,"2006","December","Saturday",364,30,9,"Morning","D24",0,1,94,"Etobicoke",115,"Etobicoke","c(-79.1674242236001, 43.701022815921)"
655,"EVT-000655",2006-06-14,"2006","June","Wednesday",165,14,11,"Morning","D11",0,1,24,"North York",128,"East York","c(-79.5503824603781, 43.7221604989592)"
656,"EVT-000656",2012-11-04,"2012","November","Sunday",309,4,17,"Afternoon","D36",0,2,43,"Scarborough",123,"Etobicoke","c(-79.1305885224825, 43.5872371065926)"
657,"EVT-000657",2013-05-01,"2013","May","Wednesday",121,1,21,"Evening","D26",0,3,6,"North York",129,"North York","c(-79.580623991094, 43.6556016757332)"
658,"EVT-000658",2020-04-20,"2020","April","Monday",111,20,16,"Afternoon","D27",0,4,62,"Etobicoke",117,"North York","c(-79.2995787968846, 43.6367647012012)"
659,"EVT-000659",2020-05-13,"2020","May","Wednesday",134,13,10,"Morning","D33",0,1,38,"Scarborough",10,"Scarborough","c(-79.2875726403492, 43.622307817537)"
660,"EVT-000660",2008-08-26,"2008","August","Tuesday",239,26,5,"Night","D17",0,1,112,"North York",61,"Downtown","c(-79.4623438614959, 43.7402308523199)"
661,"EVT-000661",2020-06-26,"2020","June","Friday",178,26,23,"Evening","D53",0,1,3,"North York",92,"Etobicoke","c(-79.3765964335345, 43.646935693392)"
662,"EVT-000662",2010-05-22,"2010","May","Saturday",142,22,3,"Night","D24",0,1,65,"Downtown",126,"East York","c(-79.2490402573477, 43.7458352451302)"
663,"EVT-000663",2022-07-12,"2022","July","Tuesday",193,12,10,"Morning","D31",0,0,67,"Etobicoke",62,"North York","c(-79.27295290024, 43.8200537956189)"
664,"EVT-000664",2004-02-24,"2004","February","Tuesday",55,24,15,"Afternoon","D37",1,4,27,"North York",79,"East York","c(-79.4236610223783, 43.7026608622924)"
665,"EVT-000665",2010-03-26,"2010","March","Friday",85,26,22,"Evening","D03",0,1,84,"Etobicoke",92,"Downtown","c(-79.1720473558877, 43.8539634262232)"
666,"EVT-000666",2011-06-23,"2011","June","Thursday",174,23,11,"Morning","D31",1,3,71,"Etobicoke",48,"North York","c(-79.1376593728306, 43.7858677149082)"
667,"EVT-000667",2021-03-05,"2021","March","Friday",64,5,23,"Evening","D46",0,2,125,"North York",133,"North York","c(-79.2961232480694, 43.8087704140298)"
668,"EVT-000668",2018-10-05,"2018","October","Friday",278,5,17,"Afternoon","D05",0,3,17,"Etobicoke",42,"Etobicoke","c(-79.5893201805789, 43.6565342005994)"
669,"EVT-000669",2009-12-13,"2009","December","Sunday",347,13,2,"Night","D41",0,3,103,"Etobicoke",14,"Etobicoke","c(-79.3568859249227, 43.6323448732693)"
670,"EVT-000670",2020-11-16,"2020","November","Monday",321,16,6,"Night","D46",0,1,45,"Scarborough",87,"East York","c(-79.4257239011796, 43.7767716425903)"
671,"EVT-000671",2007-09-21,"2007","September","Friday",264,21,17,"Afternoon","D14",0,0,29,"Etobicoke",81,"Scarborough","c(-79.2450868861249, 43.7079388880298)"
672,"EVT-000672",2019-03-15,"2019","March","Friday",74,15,11,"Morning","D45",0,1,82,"Downtown",72,"North York","c(-79.4731452688305, 43.6464516972367)"
673,"EVT-000673",2012-05-30,"2012","May","Wednesday",151,30,0,"Night","D03",0,2,137,"Etobicoke",27,"Scarborough","c(-79.5179319318533, 43.6000904034851)"
674,"EVT-000674",2022-11-12,"2022","November","Saturday",316,12,13,"Afternoon","D13",0,3,28,"East York",33,"Downtown","c(-79.4406081110088, 43.6587221730996)"
675,"EVT-000675",2023-08-10,"2023","August","Thursday",222,10,8,"Morning","D42",0,1,52,"Downtown",107,"North York","c(-79.5106170566943, 43.7712991420547)"
676,"EVT-000676",2013-07-11,"2013","July","Thursday",192,11,0,"Night","D02",0,1,62,"Downtown",137,"North York","c(-79.2199599381136, 43.6258525552919)"
677,"EVT-000677",2024-02-21,"2024","February","Wednesday",52,21,14,"Afternoon","D36",0,1,137,"Downtown",31,"Downtown","c(-79.6197531474792, 43.8000461372487)"
678,"EVT-000678",2014-05-26,"2014","May","Monday",146,26,4,"Night","D50",0,1,35,"Downtown",57,"North York","c(-79.3141861608239, 43.6241250788838)"
679,"EVT-000679",2005-10-12,"2005","October","Wednesday",285,12,13,"Afternoon","D27",0,1,107,"North York",135,"East York","c(-79.4700347640112, 43.8443604549825)"
680,"EVT-000680",2009-02-10,"2009","February","Tuesday",41,10,4,"Night","D24",0,2,96,"Etobicoke",35,"East York","c(-79.553630508144, 43.7177462258328)"
681,"EVT-000681",2009-10-28,"2009","October","Wednesday",301,28,22,"Evening","D19",0,1,48,"Downtown",11,"Etobicoke","c(-79.417462999123, 43.7437610411419)"
682,"EVT-000682",2018-11-20,"2018","November","Tuesday",324,20,14,"Afternoon","D19",0,1,117,"North York",66,"Etobicoke","c(-79.3866403102195, 43.6518305193907)"
683,"EVT-000683",2017-10-29,"2017","October","Sunday",302,29,3,"Night","D30",0,1,126,"East York",25,"Scarborough","c(-79.1740032467192, 43.7940104424926)"
684,"EVT-000684",2013-03-12,"2013","March","Tuesday",71,12,13,"Afternoon","D09",0,4,94,"Scarborough",57,"Scarborough","c(-79.627520081606, 43.6972639512587)"
685,"EVT-000685",2009-05-10,"2009","May","Sunday",130,10,0,"Night","D27",0,1,133,"East York",10,"East York","c(-79.12716086335, 43.6942723630106)"
686,"EVT-000686",2004-12-08,"2004","December","Wednesday",343,8,12,"Morning","D54",0,3,11,"Scarborough",126,"East York","c(-79.6283474146709, 43.7909379934112)"
687,"EVT-000687",2004-10-24,"2004","October","Sunday",298,24,21,"Evening","D45",1,1,155,"Scarborough",28,"Scarborough","c(-79.6022805351643, 43.6340062151961)"
688,"EVT-000688",2023-05-22,"2023","May","Monday",142,22,22,"Evening","D48",1,1,138,"Scarborough",127,"East York","c(-79.1233856787113, 43.6334549721289)"
689,"EVT-000689",2006-09-08,"2006","September","Friday",251,8,14,"Afternoon","D25",0,2,28,"East York",26,"Etobicoke","c(-79.2729705092071, 43.7123988079917)"
690,"EVT-000690",2019-08-17,"2019","August","Saturday",229,17,2,"Night","D31",0,1,49,"Downtown",62,"Downtown","c(-79.2949662113192, 43.7169150289374)"
691,"EVT-000691",2020-02-08,"2020","February","Saturday",39,8,15,"Afternoon","D50",0,2,41,"East York",9,"North York","c(-79.1372732768826, 43.8299525989536)"
692,"EVT-000692",2013-12-17,"2013","December","Tuesday",351,17,5,"Night","D47",0,2,98,"East York",112,"Downtown","c(-79.2915993527118, 43.6429672870526)"
693,"EVT-000693",2022-07-13,"2022","July","Wednesday",194,13,21,"Evening","D24",0,1,121,"Etobicoke",94,"North York","c(-79.4864816904238, 43.642078363752)"
694,"EVT-000694",2020-01-22,"2020","January","Wednesday",22,22,3,"Night","D15",0,0,108,"Downtown",99,"Etobicoke","c(-79.4301248301819, 43.6842724650906)"
695,"EVT-000695",2006-09-14,"2006","September","Thursday",257,14,6,"Night","D17",0,2,26,"East York",34,"East York","c(-79.2983818935955, 43.7019470267553)"
696,"EVT-000696",2007-02-24,"2007","February","Saturday",55,24,22,"Evening","D04",0,2,139,"Downtown",28,"East York","c(-79.2937300886882, 43.7576547982438)"
697,"EVT-000697",2022-05-21,"2022","May","Saturday",141,21,22,"Evening","D33",0,1,56,"Downtown",106,"Scarborough","c(-79.416252865573, 43.6369506821208)"
698,"EVT-000698",2008-01-12,"2008","January","Saturday",12,12,23,"Evening","D37",0,2,43,"Etobicoke",74,"Etobicoke","c(-79.6065965282127, 43.7659574139521)"
699,"EVT-000699",2015-06-16,"2015","June","Tuesday",167,16,15,"Afternoon","D49",0,1,135,"Scarborough",86,"Scarborough","c(-79.3048484884456, 43.6910481373739)"
700,"EVT-000700",2017-04-24,"2017","April","Monday",114,24,8,"Morning","D37",0,0,16,"Etobicoke",33,"Etobicoke","c(-79.2064994041603, 43.5883678871282)"
701,"EVT-000701",2019-11-19,"2019","November","Tuesday",323,19,6,"Night","D45",0,4,156,"Downtown",36,"Etobicoke","c(-79.472859616146, 43.8461518945497)"
702,"EVT-000702",2013-02-16,"2013","February","Saturday",47,16,1,"Night","D03",0,3,106,"Scarborough",83,"North York","c(-79.535575431814, 43.6505623266581)"
703,"EVT-000703",2006-10-03,"2006","October","Tuesday",276,3,6,"Night","D49",0,1,150,"North York",21,"Etobicoke","c(-79.3975531072183, 43.6400812214537)"
704,"EVT-000704",2018-07-03,"2018","July","Tuesday",184,3,14,"Afternoon","D23",0,2,83,"Etobicoke",138,"Downtown","c(-79.363620064196, 43.6595700350504)"
705,"EVT-000705",2006-03-11,"2006","March","Saturday",70,11,20,"Evening","D08",0,0,39,"Scarborough",74,"Downtown","c(-79.2954832932228, 43.815178249833)"
706,"EVT-000706",2016-09-27,"2016","September","Tuesday",271,27,23,"Evening","D19",0,1,147,"Downtown",28,"East York","c(-79.3415250915838, 43.6232727208914)"
707,"EVT-000707",2007-12-24,"2007","December","Monday",358,24,17,"Afternoon","D01",0,1,17,"Etobicoke",87,"East York","c(-79.4668397868944, 43.6514458599862)"
708,"EVT-000708",2023-05-17,"2023","May","Wednesday",137,17,8,"Morning","D52",0,1,48,"North York",122,"Etobicoke","c(-79.1936222830635, 43.6093229770744)"
709,"EVT-000709",2016-08-09,"2016","August","Tuesday",222,9,14,"Afternoon","D34",0,1,125,"North York",130,"Downtown","c(-79.61963314417, 43.7002043641241)"
710,"EVT-000710",2012-02-26,"2012","February","Sunday",57,26,19,"Evening","D02",0,2,98,"North York",96,"Etobicoke","c(-79.1351160138525, 43.6045884645708)"
711,"EVT-000711",2004-07-16,"2004","July","Friday",198,16,4,"Night","D30",0,1,103,"Downtown",116,"North York","c(-79.2972285764346, 43.6141901031565)"
712,"EVT-000712",2024-03-11,"2024","March","Monday",71,11,8,"Morning","D13",0,1,53,"Etobicoke",91,"North York","c(-79.5815066374354, 43.8048886664897)"
713,"EVT-000713",2023-11-17,"2023","November","Friday",321,17,5,"Night","D39",0,2,47,"North York",94,"East York","c(-79.6205399815254, 43.5974277871812)"
714,"EVT-000714",2005-01-10,"2005","January","Monday",10,10,17,"Afternoon","D31",0,3,96,"Scarborough",135,"North York","c(-79.2772423723163, 43.7374309489131)"
715,"EVT-000715",2004-02-07,"2004","February","Saturday",38,7,11,"Morning","D02",0,0,90,"East York",124,"Scarborough","c(-79.3007534798209, 43.7810246447852)"
716,"EVT-000716",2016-12-24,"2016","December","Saturday",359,24,19,"Evening","D01",0,2,91,"East York",89,"Scarborough","c(-79.5116683631364, 43.740602834795)"
717,"EVT-000717",2007-04-23,"2007","April","Monday",113,23,16,"Afternoon","D37",1,3,154,"North York",106,"East York","c(-79.2287222837679, 43.6847122417485)"
718,"EVT-000718",2019-12-22,"2019","December","Sunday",356,22,11,"Morning","D01",0,4,50,"Scarborough",62,"North York","c(-79.6058421881804, 43.7053502777457)"
719,"EVT-000719",2019-01-09,"2019","January","Wednesday",9,9,18,"Afternoon","D28",0,3,94,"Downtown",55,"North York","c(-79.1723669542488, 43.5945021283316)"
720,"EVT-000720",2013-10-27,"2013","October","Sunday",300,27,19,"Evening","D34",0,1,72,"Scarborough",24,"North York","c(-79.4647547232565, 43.7887424989076)"
721,"EVT-000721",2015-04-05,"2015","April","Sunday",95,5,0,"Night","D31",0,1,92,"Scarborough",120,"East York","c(-79.4757651868109, 43.7252295851296)"
722,"EVT-000722",2008-11-30,"2008","November","Sunday",335,30,13,"Afternoon","D04",0,2,48,"Scarborough",5,"North York","c(-79.1816469064001, 43.5972985956747)"
723,"EVT-000723",2023-06-24,"2023","June","Saturday",175,24,21,"Evening","D18",0,0,58,"East York",17,"Scarborough","c(-79.5992273384871, 43.8235045765651)"
724,"EVT-000724",2010-06-28,"2010","June","Monday",179,28,2,"Night","D30",0,1,119,"East York",14,"Downtown","c(-79.538533774038, 43.787766708786)"
725,"EVT-000725",2017-04-10,"2017","April","Monday",100,10,14,"Afternoon","D36",0,0,144,"Scarborough",139,"East York","c(-79.3502883591991, 43.7381535497921)"
726,"EVT-000726",2011-08-01,"2011","August","Monday",213,1,14,"Afternoon","D45",0,1,59,"Downtown",34,"North York","c(-79.6365154392602, 43.8296112345127)"
727,"EVT-000727",2010-05-11,"2010","May","Tuesday",131,11,3,"Night","D38",0,2,98,"Etobicoke",62,"North York","c(-79.4017825115945, 43.7342910889814)"
728,"EVT-000728",2007-11-05,"2007","November","Monday",309,5,16,"Afternoon","D34",0,4,145,"Scarborough",125,"Etobicoke","c(-79.2638351733157, 43.7839651359782)"
729,"EVT-000729",2012-09-27,"2012","September","Thursday",271,27,14,"Afternoon","D25",0,3,86,"East York",40,"East York","c(-79.1452016335953, 43.7646657319535)"
730,"EVT-000730",2009-09-09,"2009","September","Wednesday",252,9,3,"Night","D46",0,3,1,"East York",64,"Downtown","c(-79.1405280931553, 43.6171230540739)"
731,"EVT-000731",2008-01-15,"2008","January","Tuesday",15,15,19,"Evening","D42",0,0,92,"North York",54,"East York","c(-79.2183126683483, 43.6858624861769)"
732,"EVT-000732",2019-07-23,"2019","July","Tuesday",204,23,3,"Night","D37",0,1,116,"Downtown",46,"Downtown","c(-79.2858409015704, 43.7273142067501)"
733,"EVT-000733",2008-12-21,"2008","December","Sunday",356,21,13,"Afternoon","D10",0,4,57,"Etobicoke",74,"North York","c(-79.6057571899517, 43.6437914122324)"
734,"EVT-000734",2008-12-01,"2008","December","Monday",336,1,14,"Afternoon","D45",0,0,112,"East York",56,"East York","c(-79.4240318721578, 43.7907624589376)"
735,"EVT-000735",2008-08-04,"2008","August","Monday",217,4,21,"Evening","D30",0,1,60,"Scarborough",21,"Downtown","c(-79.1456889044156, 43.7458664358631)"
736,"EVT-000736",2006-01-08,"2006","January","Sunday",8,8,10,"Morning","D39",0,3,44,"Downtown",131,"Downtown","c(-79.5395924901025, 43.6699971001655)"
737,"EVT-000737",2020-03-19,"2020","March","Thursday",79,19,20,"Evening","D45",1,0,81,"North York",46,"Scarborough","c(-79.557283544394, 43.7916048281828)"
738,"EVT-000738",2020-02-15,"2020","February","Saturday",46,15,4,"Night","D50",0,2,141,"North York",37,"East York","c(-79.1704584663177, 43.6586544162918)"
739,"EVT-000739",2010-08-03,"2010","August","Tuesday",215,3,23,"Evening","D28",0,1,155,"Downtown",98,"North York","c(-79.5467537468681, 43.7154684474384)"
740,"EVT-000740",2004-10-24,"2004","October","Sunday",298,24,7,"Morning","D29",0,1,139,"Downtown",97,"East York","c(-79.1434247515718, 43.7684400546853)"
741,"EVT-000741",2005-11-27,"2005","November","Sunday",331,27,11,"Morning","D42",0,3,157,"East York",7,"Etobicoke","c(-79.624276455117, 43.6486502689408)"
742,"EVT-000742",2020-03-13,"2020","March","Friday",73,13,8,"Morning","D05",0,1,157,"East York",36,"Scarborough","c(-79.124567896428, 43.6619268027216)"
743,"EVT-000743",2012-06-09,"2012","June","Saturday",161,9,21,"Evening","D31",0,3,120,"Etobicoke",74,"East York","c(-79.3854497797724, 43.6406856945651)"
744,"EVT-000744",2022-09-29,"2022","September","Thursday",272,29,4,"Night","D23",0,1,141,"Downtown",80,"East York","c(-79.2660644839428, 43.5849870598037)"
745,"EVT-000745",2012-03-16,"2012","March","Friday",76,16,16,"Afternoon","D04",0,1,75,"East York",120,"Etobicoke","c(-79.2785328337183, 43.8450032444006)"
746,"EVT-000746",2010-07-30,"2010","July","Friday",211,30,11,"Morning","D12",0,3,83,"North York",76,"East York","c(-79.4996562005973, 43.7647558127608)"
747,"EVT-000747",2013-02-08,"2013","February","Friday",39,8,1,"Night","D18",0,1,58,"Downtown",15,"East York","c(-79.3368598542655, 43.7164591376893)"
748,"EVT-000748",2021-08-28,"2021","August","Saturday",240,28,1,"Night","D09",0,5,11,"Etobicoke",48,"Etobicoke","c(-79.2419624758726, 43.7306858403588)"
749,"EVT-000749",2007-08-11,"2007","August","Saturday",223,11,23,"Evening","D14",0,2,124,"East York",65,"North York","c(-79.128966301471, 43.8246417182459)"
750,"EVT-000750",2007-11-25,"2007","November","Sunday",329,25,12,"Morning","D42",0,3,89,"East York",38,"North York","c(-79.4776455258641, 43.6232141721744)"
751,"EVT-000751",2016-01-25,"2016","January","Monday",25,25,4,"Night","D48",0,2,59,"Etobicoke",113,"North York","c(-79.4184291334044, 43.749635083423)"
752,"EVT-000752",2016-12-31,"2016","December","Saturday",366,31,5,"Night","D27",0,1,14,"Downtown",103,"North York","c(-79.1271921931146, 43.7369146459527)"
753,"EVT-000753",2017-11-18,"2017","November","Saturday",322,18,19,"Evening","D13",0,3,26,"Etobicoke",52,"North York","c(-79.542632375148, 43.827654929187)"
754,"EVT-000754",2011-12-10,"2011","December","Saturday",344,10,10,"Morning","D35",0,2,60,"North York",6,"Etobicoke","c(-79.1761295766225, 43.7425059532654)"
755,"EVT-000755",2017-10-21,"2017","October","Saturday",294,21,4,"Night","D53",0,5,141,"East York",90,"East York","c(-79.2744901568361, 43.8498907486871)"
756,"EVT-000756",2015-06-08,"2015","June","Monday",159,8,17,"Afternoon","D06",0,0,97,"East York",92,"Etobicoke","c(-79.4568393902756, 43.6681076721553)"
757,"EVT-000757",2011-12-07,"2011","December","Wednesday",341,7,12,"Morning","D21",0,2,38,"East York",67,"North York","c(-79.608718003712, 43.8199302049179)"
758,"EVT-000758",2023-04-07,"2023","April","Friday",97,7,3,"Night","D51",0,0,25,"East York",125,"Scarborough","c(-79.6061728186918, 43.7173441117082)"
759,"EVT-000759",2017-02-19,"2017","February","Sunday",50,19,10,"Morning","D12",0,1,20,"North York",135,"Scarborough","c(-79.1307719872322, 43.7465718251824)"
760,"EVT-000760",2007-06-12,"2007","June","Tuesday",163,12,17,"Afternoon","D02",0,2,48,"Downtown",140,"Scarborough","c(-79.4271260295639, 43.817615112056)"
761,"EVT-000761",2021-05-18,"2021","May","Tuesday",138,18,21,"Evening","D17",0,4,113,"Etobicoke",37,"East York","c(-79.292617747825, 43.6739756641738)"
762,"EVT-000762",2007-01-05,"2007","January","Friday",5,5,20,"Evening","D13",0,0,138,"East York",82,"East York","c(-79.4615009766044, 43.6966646151844)"
763,"EVT-000763",2023-02-20,"2023","February","Monday",51,20,1,"Night","D24",0,6,39,"Downtown",138,"North York","c(-79.6097384531682, 43.8000447730966)"
764,"EVT-000764",2016-08-28,"2016","August","Sunday",241,28,10,"Morning","D04",0,0,26,"East York",100,"Scarborough","c(-79.3891040007057, 43.8167244841402)"
765,"EVT-000765",2018-12-06,"2018","December","Thursday",340,6,17,"Afternoon","D32",0,1,75,"Etobicoke",90,"Scarborough","c(-79.1968690928718, 43.7899868419778)"
766,"EVT-000766",2006-03-14,"2006","March","Tuesday",73,14,19,"Evening","D29",0,0,27,"Scarborough",125,"Etobicoke","c(-79.6251988506237, 43.729554054598)"
767,"EVT-000767",2023-05-01,"2023","May","Monday",121,1,11,"Morning","D24",0,1,123,"Etobicoke",97,"North York","c(-79.6081833260991, 43.7120431543894)"
768,"EVT-000768",2004-05-30,"2004","May","Sunday",151,30,1,"Night","D02",0,1,148,"Etobicoke",32,"Etobicoke","c(-79.3850665697567, 43.746211685697)"
769,"EVT-000769",2005-02-14,"2005","February","Monday",45,14,21,"Evening","D39",0,4,141,"North York",134,"East York","c(-79.3997737767119, 43.8198454948526)"
770,"EVT-000770",2021-08-18,"2021","August","Wednesday",230,18,17,"Afternoon","D52",0,1,39,"East York",132,"Downtown","c(-79.357903252483, 43.854714071954)"
771,"EVT-000771",2024-06-12,"2024","June","Wednesday",164,12,14,"Afternoon","D48",0,2,57,"Scarborough",134,"East York","c(-79.5529366525186, 43.8530408753458)"
772,"EVT-000772",2009-11-09,"2009","November","Monday",313,9,7,"Morning","D04",0,0,143,"East York",5,"North York","c(-79.5717986514259, 43.6319445005598)"
773,"EVT-000773",2004-04-03,"2004","April","Saturday",94,3,11,"Morning","D38",1,2,151,"North York",68,"East York","c(-79.6331493320875, 43.6824797236629)"
774,"EVT-000774",2007-02-17,"2007","February","Saturday",48,17,8,"Morning","D39",1,3,15,"North York",115,"Downtown","c(-79.3858297646277, 43.787597758046)"
775,"EVT-000775",2019-02-06,"2019","February","Wednesday",37,6,5,"Night","D27",0,2,56,"Downtown",135,"East York","c(-79.447508663985, 43.8356200142892)"
776,"EVT-000776",2009-03-25,"2009","March","Wednesday",84,25,2,"Night","D46",0,1,77,"East York",123,"Downtown","c(-79.3435133920176, 43.8298102250941)"
777,"EVT-000777",2015-05-11,"2015","May","Monday",131,11,6,"Night","D22",0,2,80,"East York",94,"North York","c(-79.1763264087109, 43.7718685598679)"
778,"EVT-000778",2009-11-26,"2009","November","Thursday",330,26,17,"Afternoon","D11",0,1,78,"Etobicoke",39,"Downtown","c(-79.3865543093886, 43.8507536399502)"
779,"EVT-000779",2009-11-19,"2009","November","Thursday",323,19,23,"Evening","D35",0,2,73,"Downtown",48,"Downtown","c(-79.4238835856905, 43.8473631846583)"
780,"EVT-000780",2012-09-07,"2012","September","Friday",251,7,13,"Afternoon","D26",1,1,105,"Scarborough",40,"Scarborough","c(-79.1455551669296, 43.7725111284865)"
781,"EVT-000781",2012-06-08,"2012","June","Friday",160,8,3,"Night","D27",0,1,146,"East York",55,"North York","c(-79.5800189171428, 43.714727461875)"
782,"EVT-000782",2024-06-27,"2024","June","Thursday",179,27,17,"Afternoon","D26",0,1,34,"East York",17,"North York","c(-79.230662448841, 43.8118014404707)"
783,"EVT-000783",2021-01-10,"2021","January","Sunday",10,10,9,"Morning","D51",0,1,74,"East York",113,"Downtown","c(-79.5270464187782, 43.759309627673)"
784,"EVT-000784",2018-11-03,"2018","November","Saturday",307,3,21,"Evening","D09",0,0,28,"North York",1,"Etobicoke","c(-79.5189355010321, 43.8388652953509)"
785,"EVT-000785",2014-12-29,"2014","December","Monday",363,29,5,"Night","D20",0,2,154,"Scarborough",114,"Scarborough","c(-79.6130577305645, 43.7957604755191)"
786,"EVT-000786",2008-12-02,"2008","December","Tuesday",337,2,11,"Morning","D50",0,1,11,"North York",72,"Scarborough","c(-79.3854121124387, 43.7472434940947)"
787,"EVT-000787",2008-01-26,"2008","January","Saturday",26,26,15,"Afternoon","D40",0,2,146,"Downtown",100,"North York","c(-79.4879044703677, 43.8509458447181)"
788,"EVT-000788",2015-03-13,"2015","March","Friday",72,13,5,"Night","D41",0,3,94,"Etobicoke",74,"East York","c(-79.4679316277498, 43.695318398406)"
789,"EVT-000789",2020-09-24,"2020","September","Thursday",268,24,11,"Morning","D22",0,2,127,"East York",117,"East York","c(-79.3009461465433, 43.6326067107458)"
790,"EVT-000790",2011-01-31,"2011","January","Monday",31,31,2,"Night","D30",0,1,95,"North York",116,"Scarborough","c(-79.489381893038, 43.7747638084494)"
791,"EVT-000791",2020-09-05,"2020","September","Saturday",249,5,6,"Night","D17",0,3,27,"Etobicoke",130,"Downtown","c(-79.298443515493, 43.8272526976988)"
792,"EVT-000792",2011-07-09,"2011","July","Saturday",190,9,17,"Afternoon","D46",0,2,46,"Scarborough",113,"Scarborough","c(-79.3536289656382, 43.8498272774713)"
793,"EVT-000793",2017-08-31,"2017","August","Thursday",243,31,0,"Night","D38",0,2,8,"Scarborough",44,"Etobicoke","c(-79.3532484592304, 43.7749975599935)"
794,"EVT-000794",2005-07-18,"2005","July","Monday",199,18,12,"Morning","D49",0,2,32,"Downtown",21,"Downtown","c(-79.1228388723254, 43.7123512156805)"
795,"EVT-000795",2006-10-19,"2006","October","Thursday",292,19,1,"Night","D31",0,3,60,"East York",22,"East York","c(-79.6058641295124, 43.742849828086)"
796,"EVT-000796",2010-05-21,"2010","May","Friday",141,21,7,"Morning","D48",0,1,154,"Downtown",58,"Scarborough","c(-79.3391349989999, 43.5837062222779)"
797,"EVT-000797",2022-11-10,"2022","November","Thursday",314,10,3,"Night","D10",0,1,61,"Downtown",38,"North York","c(-79.232339717974, 43.8467797761079)"
