"","dates","event_type","neighbourhood","injuries","deaths"
"995",2020-05-28,"shooting_event","Downtown",3,0
"996",2021-01-30,"shooting_event","East York",2,0
"997",2022-07-24,"firearm_discharge","Downtown",0,0
"998",2022-10-17,"firearm_discharge","Scarborough",0,0
"999",2020-03-25,"shooting_event","Scarborough",1,1
"1000",2020-08-09,"firearm_discharge","Etobicoke",0,0
"1001",2018-08-08,"firearm_discharge","Scarborough",0,0
"1002",2018-03-18,"shooting_event","East York",0,1
"1003",2020-07-27,"shooting_event","Scarborough",1,0
"1004",2020-08-17,"shooting_event","North York",0,0
"1005",2020-09-21,"shooting_event","North York",1,0
"1006",2021-07-09,"shooting_event","East York",2,0
"1007",2019-01-01,"shooting_event","North York",1,0
"1008",2022-12-24,"firearm_discharge","East York",0,0
"1009",2018-08-15,"firearm_discharge","East York",0,0
"1010",2021-10-29,"firearm_discharge","Etobicoke",0,0
"1011",2018-10-11,"shooting_event","East York",3,0
"1012",2019-02-23,"shooting_event","Etobicoke",1,0
"1013",2021-02-05,"shooting_event","North York",2,0
"1014",2021-06-14,"shooting_event","Scarborough",0,0
"1015",2022-12-10,"shooting_event","Scarborough",3,0
"1016",2021-08-18,"shooting_event","Scarborough",0,0
"1017",2019-04-13,"shooting_event","Etobicoke",0,0
"1018",2018-06-29,"shooting_event","Scarborough",1,0
"1019",2018-08-05,"firearm_discharge","Scarborough",0,0
"1020",2022-11-17,"shooting_event","Scarborough",1,0
"1021",2018-10-29,"shooting_event","Scarborough",0,0
"1022",2020-10-29,"shooting_event","Downtown",0,0
"1023",2019-10-02,"firearm_discharge","East York",0,0
"1024",2022-11-07,"firearm_discharge","East York",0,0
"1025",2023-06-08,"shooting_event","Downtown",1,0
"1026",2022-08-04,"firearm_discharge","North York",0,0
"1027",2020-05-14,"shooting_event","Etobicoke",1,0
"1028",2018-04-19,"shooting_event","East York",2,0
"1029",2020-04-18,"shooting_event","North York",1,1
"1030",2023-03-25,"firearm_discharge","Scarborough",0,0
"1031",2021-04-04,"shooting_event","Downtown",0,0
"1032",2021-11-16,"shooting_event","North York",0,0
"1033",2018-05-26,"shooting_event","North York",1,0
"1034",2023-01-30,"shooting_event","East York",0,0
"1035",2018-11-22,"shooting_event","East York",1,0
"1036",2019-08-31,"shooting_event","North York",1,0
"1037",2023-12-22,"shooting_event","Etobicoke",1,0
"1038",2018-03-04,"shooting_event","East York",0,0
"1039",2021-05-10,"firearm_discharge","Scarborough",0,0
"1040",2019-07-10,"firearm_discharge","Downtown",0,0
"1041",2023-06-28,"shooting_event","Scarborough",2,0
"1042",2021-11-24,"firearm_discharge","East York",0,0
"1043",2021-07-01,"firearm_discharge","East York",0,0
"1044",2019-02-10,"firearm_discharge","Scarborough",0,0
"1045",2020-10-17,"firearm_discharge","North York",0,0
"1046",2022-11-04,"shooting_event","Downtown",0,0
"1047",2022-11-28,"shooting_event","Scarborough",0,1
"1048",2021-10-07,"firearm_discharge","East York",0,0
"1049",2021-02-01,"firearm_discharge","Etobicoke",0,0
"1050",2019-09-15,"firearm_discharge","Scarborough",0,0
"1051",2023-05-05,"shooting_event","Scarborough",0,0
"1052",2023-05-20,"firearm_discharge","North York",0,0
"1053",2020-07-11,"firearm_discharge","Scarborough",0,0
"1054",2020-12-09,"firearm_discharge","North York",0,0
"1055",2021-06-06,"firearm_discharge","Downtown",0,0
"1056",2023-04-23,"shooting_event","North York",0,0
"1057",2019-08-13,"firearm_discharge","North York",0,0
"1058",2020-07-25,"firearm_discharge","Downtown",0,0
"1059",2020-10-26,"firearm_discharge","Downtown",0,0
"1060",2022-09-19,"shooting_event","Scarborough",1,0
"1061",2023-05-21,"firearm_discharge","Etobicoke",0,0
"1062",2023-08-20,"shooting_event","Etobicoke",2,0
"1063",2022-03-19,"firearm_discharge","Downtown",0,0
"1064",2021-09-14,"shooting_event","Etobicoke",0,0
"1065",2018-06-25,"shooting_event","North York",0,0
"1066",2022-07-10,"shooting_event","East York",2,0
"1067",2022-05-11,"firearm_discharge","Downtown",0,0
"1068",2022-03-01,"shooting_event","East York",1,0
"1069",2019-09-23,"shooting_event","Downtown",1,0
"1070",2018-08-04,"shooting_event","Scarborough",0,0
"1071",2021-10-19,"firearm_discharge","Downtown",0,0
"1072",2021-10-23,"firearm_discharge","East York",0,0
"1073",2019-05-03,"shooting_event","Scarborough",0,0
"1074",2018-09-18,"firearm_discharge","East York",0,0
"1075",2020-09-20,"firearm_discharge","East York",0,0
"1076",2022-09-26,"shooting_event","East York",1,0
"1077",2020-05-25,"firearm_discharge","Scarborough",0,0
"1078",2022-09-13,"firearm_discharge","Etobicoke",0,0
"1079",2019-10-24,"shooting_event","North York",2,0
"1080",2020-12-22,"shooting_event","East York",0,0
"1081",2021-01-02,"firearm_discharge","Scarborough",0,0
"1082",2023-07-15,"shooting_event","Downtown",0,0
"1083",2021-05-11,"firearm_discharge","Downtown",0,0
"1084",2018-02-13,"shooting_event","Downtown",0,0
"1085",2021-06-09,"shooting_event","East York",2,0
"1086",2021-04-23,"firearm_discharge","Downtown",0,0
"1087",2019-08-17,"firearm_discharge","Downtown",0,0
"1088",2022-11-12,"shooting_event","Downtown",0,0
"1089",2022-09-16,"firearm_discharge","East York",0,0
"1090",2021-12-28,"firearm_discharge","Scarborough",0,0
"1091",2021-12-29,"firearm_discharge","Scarborough",0,0
"1092",2018-06-26,"shooting_event","Downtown",0,0
"1093",2023-10-28,"firearm_discharge","Downtown",0,0
"1094",2020-04-22,"firearm_discharge","Downtown",0,0
"1095",2021-10-08,"shooting_event","Scarborough",0,0
"1096",2018-06-15,"shooting_event","North York",0,0
"1097",2019-06-03,"shooting_event","Etobicoke",3,0
"1098",2023-05-20,"firearm_discharge","Downtown",0,0
"1099",2020-08-28,"shooting_event","Downtown",1,0
"1100",2019-08-26,"firearm_discharge","Downtown",0,0
"1101",2022-05-29,"shooting_event","North York",3,0
"1102",2023-08-04,"firearm_discharge","North York",0,0
"1103",2020-07-19,"shooting_event","North York",0,0
"1104",2023-02-02,"shooting_event","East York",1,0
"1105",2021-07-16,"shooting_event","North York",1,0
"1106",2020-11-20,"firearm_discharge","Downtown",0,0
"1107",2023-05-02,"shooting_event","Scarborough",3,0
"1108",2021-08-28,"firearm_discharge","East York",0,0
"1109",2018-07-29,"shooting_event","Scarborough",3,0
"1110",2020-06-04,"firearm_discharge","Scarborough",0,0
"1111",2022-03-25,"shooting_event","East York",0,0
"1112",2018-12-15,"shooting_event","Downtown",0,0
"1113",2020-07-24,"firearm_discharge","North York",0,0
"1114",2019-06-04,"shooting_event","Downtown",2,0
"1115",2021-07-15,"shooting_event","Etobicoke",0,0
"1116",2020-04-21,"shooting_event","Scarborough",1,0
"1117",2021-12-29,"firearm_discharge","Scarborough",0,0
"1118",2021-03-22,"firearm_discharge","East York",0,0
"1119",2021-07-13,"shooting_event","North York",0,0
"1120",2018-11-30,"firearm_discharge","Downtown",0,0
"1121",2022-07-08,"shooting_event","Scarborough",1,0
"1122",2023-09-25,"firearm_discharge","Scarborough",0,0
"1123",2019-08-16,"shooting_event","North York",1,0
"1124",2023-09-23,"shooting_event","East York",1,0
"1125",2022-10-18,"shooting_event","Etobicoke",1,0
"1126",2020-10-21,"firearm_discharge","Scarborough",0,0
"1127",2022-05-13,"firearm_discharge","Scarborough",0,0
"1128",2020-08-30,"shooting_event","Downtown",1,0
"1129",2023-06-04,"firearm_discharge","North York",0,0
"1130",2021-03-10,"shooting_event","East York",1,0
"1131",2023-04-24,"shooting_event","North York",1,0
"1132",2018-04-20,"shooting_event","Etobicoke",1,0
"1133",2022-10-15,"firearm_discharge","Scarborough",0,0
"1134",2019-05-23,"firearm_discharge","Etobicoke",0,0
"1135",2023-03-21,"firearm_discharge","East York",0,0
"1136",2023-02-06,"firearm_discharge","Scarborough",0,0
"1137",2019-10-07,"firearm_discharge","Etobicoke",0,0
"1138",2019-07-22,"firearm_discharge","North York",0,0
"1139",2023-11-21,"firearm_discharge","Scarborough",0,0
"1140",2020-11-12,"firearm_discharge","Downtown",0,0
"1141",2019-04-26,"firearm_discharge","East York",0,0
"1142",2020-01-22,"shooting_event","Etobicoke",2,0
"1143",2022-05-23,"shooting_event","East York",0,0
"1144",2018-06-03,"firearm_discharge","Scarborough",0,0
"1145",2021-03-20,"firearm_discharge","Etobicoke",0,0
"1146",2019-07-26,"shooting_event","East York",1,0
"1147",2021-01-26,"shooting_event","Etobicoke",1,1
"1148",2018-06-18,"firearm_discharge","Scarborough",0,0
"1149",2019-08-06,"firearm_discharge","Downtown",0,0
"1150",2020-08-22,"firearm_discharge","Downtown",0,0
"1151",2018-02-02,"firearm_discharge","East York",0,0
"1152",2022-07-16,"shooting_event","East York",2,0
"1153",2018-11-08,"firearm_discharge","East York",0,0
"1154",2022-05-27,"shooting_event","Scarborough",1,0
"1155",2019-12-20,"firearm_discharge","Etobicoke",0,0
"1156",2022-07-10,"shooting_event","Downtown",3,0
"1157",2019-08-27,"shooting_event","North York",0,0
"1158",2021-05-12,"shooting_event","Downtown",2,0
"1159",2021-07-19,"firearm_discharge","Etobicoke",0,0
"1160",2018-07-31,"firearm_discharge","East York",0,0
"1161",2019-11-04,"firearm_discharge","Downtown",0,0
"1162",2020-03-10,"shooting_event","North York",3,0
"1163",2020-05-16,"firearm_discharge","Etobicoke",0,0
"1164",2021-07-30,"shooting_event","North York",2,0
"1165",2023-09-09,"firearm_discharge","Etobicoke",0,0
"1166",2020-07-28,"shooting_event","Downtown",0,1
"1167",2021-07-06,"firearm_discharge","Etobicoke",0,0
"1168",2020-12-04,"firearm_discharge","Scarborough",0,0
"1169",2023-06-12,"firearm_discharge","Scarborough",0,0
"1170",2020-04-25,"shooting_event","Scarborough",0,0
"1171",2020-11-02,"firearm_discharge","North York",0,0
"1172",2021-05-04,"firearm_discharge","Etobicoke",0,0
"1173",2018-10-29,"shooting_event","Scarborough",2,0
"1174",2019-04-02,"firearm_discharge","Scarborough",0,0
"1175",2023-05-23,"shooting_event","East York",0,0
"1176",2020-06-04,"firearm_discharge","Downtown",0,0
"1177",2021-01-06,"firearm_discharge","Etobicoke",0,0
"1178",2018-09-12,"firearm_discharge","Downtown",0,0
"1179",2018-03-19,"firearm_discharge","Etobicoke",0,0
"1180",2023-06-18,"shooting_event","East York",3,0
"1181",2018-09-14,"firearm_discharge","Downtown",0,0
"1182",2019-09-18,"shooting_event","Downtown",1,0
"1183",2019-09-22,"firearm_discharge","North York",0,0
"1184",2021-04-15,"firearm_discharge","Downtown",0,0
"1185",2018-02-26,"firearm_discharge","Downtown",0,0
"1186",2020-08-05,"firearm_discharge","Downtown",0,0
"1187",2022-02-02,"shooting_event","Scarborough",0,0
"1188",2020-03-14,"shooting_event","Scarborough",1,0
"1189",2018-09-09,"firearm_discharge","Scarborough",0,0
"1190",2018-10-29,"firearm_discharge","Downtown",0,0
"1191",2022-08-24,"shooting_event","Downtown",2,0
"1192",2023-04-02,"shooting_event","Etobicoke",1,0
"1193",2020-02-14,"firearm_discharge","Etobicoke",0,0
"1194",2018-03-03,"shooting_event","East York",1,0
"1195",2022-02-14,"shooting_event","Etobicoke",2,0
"1196",2019-05-30,"firearm_discharge","Etobicoke",0,0
"1197",2021-05-25,"shooting_event","East York",1,0
"1198",2023-08-16,"shooting_event","East York",0,0
"1199",2019-11-03,"firearm_discharge","East York",0,0
"1200",2019-05-25,"firearm_discharge","North York",0,0
"1201",2020-07-18,"firearm_discharge","North York",0,0
"1202",2023-04-06,"shooting_event","Etobicoke",2,0
"1203",2019-12-27,"shooting_event","East York",0,0
"1204",2023-05-21,"shooting_event","East York",2,1
"1205",2022-04-20,"shooting_event","Etobicoke",3,0
"1206",2018-10-24,"shooting_event","East York",0,0
"1207",2022-11-18,"shooting_event","Scarborough",0,0
"1208",2022-07-12,"firearm_discharge","North York",0,0
"1209",2023-06-12,"firearm_discharge","Scarborough",0,0
"1210",2019-06-28,"firearm_discharge","North York",0,0
"1211",2020-04-10,"firearm_discharge","North York",0,0
"1212",2020-12-04,"shooting_event","Etobicoke",0,0
"1213",2018-10-10,"shooting_event","North York",0,0
"1214",2021-12-24,"shooting_event","Etobicoke",2,0
"1215",2022-04-09,"firearm_discharge","North York",0,0
"1216",2021-10-23,"firearm_discharge","North York",0,0
"1217",2018-08-15,"shooting_event","Scarborough",1,0
"1218",2019-04-02,"firearm_discharge","Scarborough",0,0
"1219",2023-03-10,"shooting_event","East York",0,0
"1220",2020-12-04,"firearm_discharge","East York",0,0
"1221",2019-02-06,"firearm_discharge","Downtown",0,0
"1222",2018-04-22,"firearm_discharge","Downtown",0,0
"1223",2023-04-18,"firearm_discharge","Scarborough",0,0
"1224",2019-07-04,"firearm_discharge","Scarborough",0,0
"1225",2018-12-20,"shooting_event","Downtown",0,0
"1226",2023-08-09,"shooting_event","Etobicoke",1,0
"1227",2023-12-08,"firearm_discharge","Downtown",0,0
"1228",2023-04-02,"shooting_event","North York",1,0
"1229",2023-07-26,"firearm_discharge","North York",0,0
"1230",2019-11-04,"shooting_event","Etobicoke",0,0
"1231",2020-05-14,"shooting_event","Downtown",4,0
"1232",2021-11-02,"firearm_discharge","Etobicoke",0,0
"1233",2021-02-13,"shooting_event","North York",2,0
"1234",2018-10-13,"shooting_event","Etobicoke",0,0
"1235",2018-02-26,"shooting_event","North York",1,0
"1236",2019-06-01,"firearm_discharge","Scarborough",0,0
"1237",2021-07-04,"firearm_discharge","Scarborough",0,0
"1238",2020-02-02,"shooting_event","North York",0,0
"1239",2020-11-03,"shooting_event","East York",3,0
"1240",2022-06-02,"shooting_event","Etobicoke",2,0
"1241",2022-08-14,"shooting_event","Downtown",0,0
"1242",2019-04-22,"firearm_discharge","Etobicoke",0,0
"1243",2020-10-02,"shooting_event","East York",2,0
"1244",2021-09-07,"shooting_event","North York",1,0
"1245",2021-12-27,"firearm_discharge","Downtown",0,0
"1246",2018-01-27,"firearm_discharge","Downtown",0,0
"1247",2023-12-27,"firearm_discharge","Downtown",0,0
"1248",2019-03-16,"firearm_discharge","East York",0,0
"1249",2022-12-11,"firearm_discharge","Etobicoke",0,0
"1250",2020-12-20,"shooting_event","East York",0,0
"1251",2021-05-02,"firearm_discharge","North York",0,0
"1252",2022-11-29,"shooting_event","Downtown",0,0
"1253",2021-08-01,"shooting_event","North York",0,0
"1254",2018-08-06,"shooting_event","East York",0,1
"1255",2022-09-14,"shooting_event","Downtown",1,0
"1256",2018-10-05,"shooting_event","Downtown",0,0
"1257",2022-05-04,"firearm_discharge","East York",0,0
"1258",2021-10-07,"shooting_event","East York",0,1
"1259",2018-10-08,"shooting_event","North York",1,0
"1260",2019-04-18,"shooting_event","East York",1,0
"1261",2018-12-20,"shooting_event","North York",2,0
"1262",2020-12-13,"firearm_discharge","Scarborough",0,0
"1263",2019-03-23,"shooting_event","Scarborough",0,1
"1264",2021-02-22,"shooting_event","Downtown",1,0
"1265",2018-10-17,"shooting_event","Downtown",1,0
"1266",2019-05-06,"firearm_discharge","North York",0,0
"1267",2020-02-20,"shooting_event","East York",0,0
"1268",2020-01-27,"firearm_discharge","Downtown",0,0
"1269",2019-04-09,"shooting_event","Etobicoke",0,0
"1270",2021-04-20,"firearm_discharge","Scarborough",0,0
"1271",2020-08-03,"firearm_discharge","Downtown",0,0
"1272",2021-03-11,"firearm_discharge","Scarborough",0,0
"1273",2021-01-09,"shooting_event","East York",0,0
"1274",2018-06-27,"shooting_event","North York",1,1
"1275",2018-06-11,"firearm_discharge","Etobicoke",0,0
"1276",2018-08-24,"shooting_event","Etobicoke",1,0
"1277",2023-12-09,"firearm_discharge","Scarborough",0,0
"1278",2021-01-29,"firearm_discharge","Etobicoke",0,0
"1279",2018-06-21,"shooting_event","North York",1,0
"1280",2020-07-20,"firearm_discharge","East York",0,0
"1281",2021-07-15,"firearm_discharge","Scarborough",0,0
"1282",2021-06-17,"firearm_discharge","Downtown",0,0
"1283",2023-06-21,"firearm_discharge","Downtown",0,0
"1284",2022-05-09,"shooting_event","Etobicoke",0,0
"1285",2019-04-14,"firearm_discharge","Etobicoke",0,0
"1286",2022-07-29,"shooting_event","Etobicoke",0,1
"1287",2019-01-11,"shooting_event","East York",2,0
"1288",2023-04-10,"shooting_event","East York",0,0
"1289",2022-03-21,"shooting_event","Etobicoke",2,1
"1290",2021-03-07,"shooting_event","Etobicoke",1,1
"1291",2021-07-06,"shooting_event","Scarborough",1,0
"1292",2022-09-07,"firearm_discharge","Downtown",0,0
"1293",2021-09-07,"shooting_event","North York",2,0
"1294",2020-04-09,"firearm_discharge","Scarborough",0,0
"1295",2019-11-19,"shooting_event","Scarborough",0,0
"1296",2018-04-21,"firearm_discharge","East York",0,0
"1297",2019-01-28,"shooting_event","Scarborough",5,0
"1298",2020-03-18,"shooting_event","North York",1,0
"1299",2020-05-09,"firearm_discharge","East York",0,0
"1300",2021-05-12,"firearm_discharge","Downtown",0,0
"1301",2020-04-18,"shooting_event","North York",1,1
"1302",2021-06-19,"firearm_discharge","Scarborough",0,0
"1303",2018-04-02,"firearm_discharge","Etobicoke",0,0
"1304",2022-02-27,"shooting_event","North York",1,1
"1305",2023-03-22,"shooting_event","Etobicoke",1,0
"1306",2023-08-31,"firearm_discharge","Downtown",0,0
"1307",2018-08-26,"firearm_discharge","North York",0,0
"1308",2018-04-11,"shooting_event","Etobicoke",1,0
"1309",2018-10-02,"firearm_discharge","Downtown",0,0
"1310",2021-08-13,"firearm_discharge","East York",0,0
"1311",2020-05-20,"shooting_event","Downtown",0,0
"1312",2021-08-19,"shooting_event","Etobicoke",1,0
"1313",2023-03-16,"shooting_event","East York",2,1
"1314",2021-08-18,"shooting_event","Downtown",1,1
"1315",2020-07-19,"shooting_event","Etobicoke",1,1
"1316",2019-05-16,"shooting_event","East York",0,1
"1317",2022-12-18,"firearm_discharge","Downtown",0,0
"1318",2021-06-07,"firearm_discharge","East York",0,0
"1319",2022-04-01,"shooting_event","North York",2,0
"1320",2020-03-17,"shooting_event","East York",1,0
"1321",2023-04-30,"firearm_discharge","East York",0,0
"1322",2023-09-22,"firearm_discharge","Downtown",0,0
"1323",2019-08-25,"firearm_discharge","East York",0,0
"1324",2022-09-02,"shooting_event","Etobicoke",2,1
"1325",2022-04-06,"firearm_discharge","Scarborough",0,0
"1326",2023-01-28,"shooting_event","Downtown",3,0
"1327",2020-04-16,"firearm_discharge","East York",0,0
"1328",2019-08-09,"shooting_event","Etobicoke",2,0
"1329",2023-06-22,"shooting_event","North York",2,0
"1330",2023-06-05,"shooting_event","North York",1,0
"1331",2021-05-04,"shooting_event","North York",0,0
"1332",2022-11-15,"firearm_discharge","Downtown",0,0
"1333",2020-02-13,"shooting_event","Downtown",1,0
"1334",2020-03-21,"firearm_discharge","North York",0,0
"1335",2020-04-12,"firearm_discharge","Downtown",0,0
"1336",2020-04-07,"shooting_event","Scarborough",1,0
"1337",2019-12-18,"firearm_discharge","Scarborough",0,0
"1338",2018-08-20,"shooting_event","Scarborough",1,0
"1339",2022-08-30,"firearm_discharge","East York",0,0
"1340",2018-11-28,"firearm_discharge","Etobicoke",0,0
"1341",2019-06-12,"firearm_discharge","Scarborough",0,0
"1342",2023-03-31,"firearm_discharge","Downtown",0,0
"1343",2022-09-12,"shooting_event","Scarborough",0,0
"1344",2023-08-23,"shooting_event","East York",1,0
"1345",2019-09-11,"shooting_event","Etobicoke",2,0
"1346",2018-12-23,"shooting_event","North York",1,0
"1347",2020-04-29,"firearm_discharge","Etobicoke",0,0
"1348",2022-11-24,"shooting_event","Downtown",3,0
"1349",2020-07-10,"shooting_event","North York",3,0
"1350",2020-03-22,"firearm_discharge","Downtown",0,0
"1351",2019-02-27,"shooting_event","Scarborough",2,0
"1352",2019-07-29,"shooting_event","East York",1,0
"1353",2022-03-16,"shooting_event","Scarborough",2,0
"1354",2018-02-20,"firearm_discharge","Downtown",0,0
"1355",2021-10-03,"firearm_discharge","Downtown",0,0
"1356",2020-03-28,"shooting_event","Downtown",0,0
"1357",2023-01-22,"shooting_event","Etobicoke",1,0
"1358",2018-04-17,"firearm_discharge","Etobicoke",0,0
"1359",2020-11-21,"firearm_discharge","East York",0,0
"1360",2018-05-17,"shooting_event","Downtown",2,0
"1361",2021-09-26,"firearm_discharge","North York",0,0
"1362",2019-05-16,"firearm_discharge","Etobicoke",0,0
"1363",2022-05-01,"shooting_event","Downtown",1,0
"1364",2019-11-15,"shooting_event","East York",1,0
"1365",2021-08-30,"shooting_event","North York",0,0
"1366",2022-07-10,"firearm_discharge","Downtown",0,0
"1367",2022-07-16,"shooting_event","East York",0,1
"1368",2023-07-10,"shooting_event","East York",2,0
"1369",2022-07-12,"firearm_discharge","Downtown",0,0
"1370",2018-06-06,"shooting_event","Scarborough",1,1
"1371",2022-08-10,"shooting_event","North York",1,0
"1372",2020-07-28,"shooting_event","Etobicoke",1,0
"1373",2018-08-29,"shooting_event","North York",1,0
"1374",2019-07-15,"shooting_event","North York",0,0
"1375",2019-11-13,"firearm_discharge","North York",0,0
"1376",2021-03-12,"firearm_discharge","Etobicoke",0,0
"1377",2018-05-31,"firearm_discharge","East York",0,0
"1378",2018-03-23,"firearm_discharge","Downtown",0,0
"1379",2020-08-22,"shooting_event","North York",1,0
"1380",2018-11-03,"shooting_event","Etobicoke",2,0
"1381",2020-12-28,"shooting_event","East York",0,0
"1382",2019-01-13,"firearm_discharge","Scarborough",0,0
"1383",2023-03-28,"shooting_event","Etobicoke",0,0
"1384",2019-12-08,"firearm_discharge","Etobicoke",0,0
"1385",2018-09-20,"shooting_event","Downtown",0,0
"1386",2018-03-06,"shooting_event","Downtown",1,0
"1387",2023-11-24,"shooting_event","Downtown",0,0
"1388",2022-01-16,"shooting_event","Scarborough",3,0
"1389",2022-12-22,"firearm_discharge","North York",0,0
"1390",2018-05-29,"firearm_discharge","Downtown",0,0
"1391",2022-07-27,"shooting_event","East York",2,0
"1392",2019-01-14,"shooting_event","Etobicoke",2,1
"1393",2021-05-20,"firearm_discharge","North York",0,0
"1394",2021-12-07,"firearm_discharge","Scarborough",0,0
"1395",2021-11-01,"shooting_event","Downtown",1,0
"1396",2022-02-13,"firearm_discharge","East York",0,0
"1397",2021-09-18,"shooting_event","North York",3,0
"1398",2018-01-21,"firearm_discharge","Scarborough",0,0
"1399",2019-08-24,"shooting_event","Downtown",2,0
"1400",2021-12-29,"shooting_event","Scarborough",0,0
"1401",2018-10-06,"shooting_event","North York",0,0
"1402",2021-07-09,"firearm_discharge","Downtown",0,0
"1403",2019-01-05,"firearm_discharge","North York",0,0
"1404",2018-11-23,"shooting_event","East York",1,0
"1405",2022-05-24,"firearm_discharge","Etobicoke",0,0
"1406",2021-05-12,"shooting_event","Scarborough",0,0
"1407",2020-08-02,"shooting_event","East York",2,0
"1408",2019-10-19,"firearm_discharge","East York",0,0
"1409",2022-12-12,"shooting_event","East York",1,0
"1410",2021-07-30,"shooting_event","Downtown",0,0
"1411",2021-10-24,"shooting_event","Downtown",2,0
"1412",2020-11-09,"shooting_event","East York",0,0
"1413",2022-06-13,"shooting_event","North York",2,0
"1414",2019-11-15,"shooting_event","Scarborough",2,1
"1415",2023-02-19,"firearm_discharge","Downtown",0,0
"1416",2020-11-07,"shooting_event","North York",0,0
"1417",2021-08-28,"firearm_discharge","Scarborough",0,0
"1418",2019-01-03,"firearm_discharge","East York",0,0
"1419",2019-08-04,"firearm_discharge","Downtown",0,0
"1420",2023-06-10,"shooting_event","Scarborough",0,1
"1421",2021-05-13,"firearm_discharge","East York",0,0
"1422",2023-11-27,"shooting_event","North York",1,0
"1423",2018-08-09,"firearm_discharge","North York",0,0
"1424",2022-03-27,"firearm_discharge","Downtown",0,0
"1425",2018-11-11,"shooting_event","Scarborough",0,0
"1426",2020-12-29,"firearm_discharge","Scarborough",0,0
"1427",2022-11-22,"shooting_event","North York",0,0
"1428",2022-03-15,"shooting_event","East York",0,0
"1429",2022-10-29,"shooting_event","Scarborough",0,0
"1430",2018-06-22,"firearm_discharge","Scarborough",0,0
"1431",2020-01-23,"firearm_discharge","Scarborough",0,0
"1432",2022-04-13,"shooting_event","Etobicoke",1,0
"1433",2020-02-02,"shooting_event","Scarborough",2,0
"1434",2023-11-29,"firearm_discharge","Downtown",0,0
"1435",2019-08-05,"firearm_discharge","Scarborough",0,0
"1436",2022-10-15,"firearm_discharge","East York",0,0
"1437",2023-05-17,"shooting_event","North York",1,0
"1438",2020-11-16,"shooting_event","Scarborough",0,0
"1439",2019-02-06,"shooting_event","North York",1,0
"1440",2022-12-05,"firearm_discharge","Etobicoke",0,0
"1441",2023-09-01,"shooting_event","North York",0,0
"1442",2019-10-14,"firearm_discharge","Scarborough",0,0
"1443",2019-07-04,"firearm_discharge","Downtown",0,0
"1444",2022-09-20,"shooting_event","East York",3,0
"1445",2020-12-09,"shooting_event","Scarborough",1,0
"1446",2020-08-25,"firearm_discharge","Etobicoke",0,0
"1447",2018-05-05,"firearm_discharge","Downtown",0,0
"1448",2019-07-25,"shooting_event","Scarborough",4,0
"1449",2019-01-21,"shooting_event","North York",1,0
"1450",2023-07-30,"shooting_event","Downtown",0,0
"1451",2021-09-06,"shooting_event","Etobicoke",0,0
"1452",2022-11-22,"shooting_event","Scarborough",0,0
"1453",2020-10-12,"shooting_event","Etobicoke",0,0
"1454",2019-11-02,"firearm_discharge","North York",0,0
"1455",2022-12-20,"shooting_event","Downtown",0,1
"1456",2023-11-09,"shooting_event","Scarborough",1,1
"1457",2020-11-11,"firearm_discharge","Etobicoke",0,0
"1458",2019-05-21,"firearm_discharge","Scarborough",0,0
"1459",2023-01-27,"firearm_discharge","Downtown",0,0
"1460",2020-11-12,"firearm_discharge","Etobicoke",0,0
"1461",2018-01-15,"firearm_discharge","Etobicoke",0,0
"1462",2020-05-18,"shooting_event","Scarborough",1,0
"1463",2021-03-23,"shooting_event","Scarborough",0,0
"1464",2018-01-06,"firearm_discharge","Downtown",0,0
"1465",2020-01-31,"firearm_discharge","Etobicoke",0,0
"1466",2021-03-06,"firearm_discharge","North York",0,0
"1467",2019-02-16,"firearm_discharge","Etobicoke",0,0
"1468",2023-02-21,"firearm_discharge","North York",0,0
"1469",2018-08-16,"shooting_event","Downtown",0,0
"1470",2020-11-13,"firearm_discharge","East York",0,0
"1471",2018-04-10,"firearm_discharge","Downtown",0,0
"1472",2021-04-05,"firearm_discharge","Etobicoke",0,0
"1473",2021-01-29,"firearm_discharge","Scarborough",0,0
"1474",2018-09-16,"shooting_event","East York",1,0
"1475",2019-12-11,"shooting_event","Scarborough",1,0
"1476",2019-12-25,"shooting_event","Scarborough",0,0
"1477",2021-03-07,"shooting_event","Scarborough",1,0
"1478",2020-02-06,"shooting_event","Downtown",1,0
"1479",2020-04-13,"shooting_event","Downtown",1,0
"1480",2023-06-15,"shooting_event","Etobicoke",2,0
"1481",2019-09-01,"shooting_event","North York",3,0
"1482",2023-07-13,"shooting_event","Etobicoke",1,0
"1483",2020-01-03,"firearm_discharge","North York",0,0
"1484",2018-10-15,"shooting_event","Scarborough",1,0
"1485",2019-05-13,"firearm_discharge","Downtown",0,0
"1486",2020-09-21,"firearm_discharge","Downtown",0,0
"1487",2021-06-10,"firearm_discharge","Scarborough",0,0
"1488",2021-05-16,"shooting_event","North York",0,0
"1489",2023-06-09,"firearm_discharge","East York",0,0
"1490",2021-02-12,"firearm_discharge","East York",0,0
"1491",2022-01-01,"firearm_discharge","Etobicoke",0,0
"1492",2022-10-04,"firearm_discharge","Downtown",0,0
"1493",2019-06-06,"shooting_event","Scarborough",0,0
"1494",2021-05-14,"firearm_discharge","North York",0,0
"1495",2023-07-09,"shooting_event","Downtown",1,1
"1496",2019-03-05,"firearm_discharge","Scarborough",0,0
"1497",2022-04-23,"shooting_event","North York",0,0
